"No.","Time","Source","Destination","Protocol","Length","Value","Info"
"1865","610.231646","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","19","0064b26400ed9b","Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1867","610.286247","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","38","0064b3641301dc0001640000000402000000000000000000bc3a","Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1868","610.288509","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","19","00652c6500e4cb","Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1870","610.346006","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","34","00652d650f02030001647b638e1ae80300000808d465","Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1871","610.348084","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","19","00662e6600d7f0","Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1873","610.405226","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","37","00662f66120000000164000000000000000000000000009e53","Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1874","610.407881","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","19","0067a467007d3f","Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1876","610.465509","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","43","0067a56718000000000000000000000000000000000000000000000000fa86","Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1877","610.468145","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","16","00000000","Sent Write Command, Handle: 0x001c (Tandem Diabetes Care: Unknown)"
"1878","610.468916","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","24","00683c6805141200000dddaf","Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1880","610.525628","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","21","00683d6802002ac10b","Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1881","610.531110","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","19","0069b26900b1ed","Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1883","610.616370","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","99","0000810050032a2a017b638e1a141200000300000000000000000000000000000057017bâ\200\246","Rcvd Handle Value Notification, Handle: 0x001f (Tandem Diabetes Care: Unknown)"
"1884","610.678093","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","99","0000810050032a24017b638e1a111200006e638e1a5a080300e80300000000000027017bâ\200\246","Rcvd Handle Value Notification, Handle: 0x001f (Tandem Diabetes Care: Unknown)"
"1885","610.736040","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","38","0069b3691301dc00016400000004020000000000000000008747","Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1886","610.743525","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","19","006a6a6a00d774","Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1888","610.826064","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","99","0000810050032a41007b638e1a0e1200000300046400000000000000000100010040007bâ\200\246","Rcvd Handle Value Notification, Handle: 0x001f (Tandem Diabetes Care: Unknown)"
"1889","610.886419","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","99","0000810050032ac10075638e1a0b1200002a2a010055007e08e803000000000000290168â\200\246","Rcvd Handle Value Notification, Handle: 0x001f (Tandem Diabetes Care: Unknown)"
"1890","610.976072","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","43","006a6b6a1800006405a40100006405a40100006405a40100006405a4011a4d","Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1891","610.981460","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","19","006b6a6b00e647","Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1893","611.035427","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","47","000081001c012a270168638e1a081200000300010000000000000000000000000012a9","Rcvd Handle Value Notification, Handle: 0x001f (Tandem Diabetes Care: Unknown)"
"1894","611.095479","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","43","006b6b6b1800006405a40100006405a40100006405a40100006405a4017be1","Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1895","622.729913","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","16","00040000","Rcvd Handle Value Notification, Handle: 0x001c (Tandem Diabetes Care: Unknown)"
"1896","622.738280","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","16","00000000","Sent Write Command, Handle: 0x001c (Tandem Diabetes Care: Unknown)"
"1897","622.740614","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","19","006c2c6c007c71","Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1900","623.728320","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","34","006c2d6c0f01030005a48a638e1ae803000008085885","Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1901","623.736677","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","19","006d2e6d002d2c","Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1903","623.785406","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","37","006d2f6d1200000005a4000000000000000000000000008157","Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1904","623.791163","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","19","006ea46e00e585","Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1906","623.845294","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","43","006ea56e180000000000000000000000000000000000000000000000003619","Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1907","623.851905","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","19","006f3a6f00ecd5","Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1909","623.905638","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","31","006f3b6f0c18120000000000001712000028c4","Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1910","623.912247","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","19","00703a7000a1c6","Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1912","623.965413","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","31","00703b700c181200000000000017120000b299","Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1913","623.971459","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","24","00713c7105171200000376bc","Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1915","624.025135","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","21","00713d7102002b30f3","Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1916","624.117046","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","99","0000810050032b18018a638e1a17120000030001050803e803000000000000000037008aâ\200\246","Rcvd Handle Value Notification, Handle: 0x001f (Tandem Diabetes Care: Unknown)"
"1917","653.238627","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","19","0072367200a2d5","Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1919","653.965305","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","27","0072377208a9638e1afe0e000018ae","Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1920","657.009401","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","19","00733a7300f293","Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1924","658.525143","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","31","00733b730c1812000000000000171200001114","Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1925","663.409464","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","16","200c0000","Rcvd Handle Value Notification, Handle: 0x001c (Tandem Diabetes Care: Unknown)"
"1926","663.417088","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","19","00742874006627","Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1928","664.345778","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","28","0074297409e8030000e803000000bf39","Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1929","664.353503","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","19","007522750096d3","Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1931","664.407036","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","27","0075237508000000000000040045fe","Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1932","664.412210","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","19","00763876006702","Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1934","664.465125","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","28","007639760900ffc8c8c8000001009d6a","Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1935","664.471244","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","19","00773a7700365f","Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1937","664.525399","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","31","00773b770c231200000000000022120000df3e","Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1938","664.532949","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","19","0078b27800f3dd","Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1940","664.585256","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","38","0078b3781301dc0001640000000402000000000000000000bc1c","Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1941","664.591582","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","19","00792c7900fa8d","Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1943","664.645218","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","34","00792d790f000000016400000000000000000000ff49","Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1944","664.652030","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","19","007a2e7a00c9b6","Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1946","664.736245","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","37","007a2f7a12000000016400000000000000000000000000b853","Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1947","664.743344","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","19","007ba47b006379","Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1949","664.795783","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","43","007ba57b180103000000b2638e1ae803000003080800000000e8030000bad6","Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1950","664.802943","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","19","007c6c7c00a26f","Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1952","664.855499","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","36","007c6d7c11e803000050460000e8030000e80300000141dd","Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1953","664.861794","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","16","00000000","Sent Write Command, Handle: 0x001c (Tandem Diabetes Care: Unknown)"
"1954","664.865150","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","19","007d3a7d00fdb0","Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1956","664.917254","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","31","007d3b7d0c2312000000000000221200007623","Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1957","664.921897","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","19","007eb27e005577","Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1959","664.975410","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","38","007eb37e1301dc0001640000000402000000000000000000cac0","Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1960","664.981781","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","24","007f3c7f05221200000b4f20","Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1962","665.035254","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","21","007f3d7f02002c8d21","Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1963","665.040489","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","19","00806a8000ae8b","Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1965","665.097028","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","99","0000810050032c1400b2638e1a22120000030003000000803f0000803f0000803fcf00b2â\200\246","Rcvd Handle Value Notification, Handle: 0x001f (Tandem Diabetes Care: Unknown)"
"1966","665.155938","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","99","0000810050032c5100b2638e1a1f120000abaaaa3d0000803f0000000000645010c300b2â\200\246","Rcvd Handle Value Notification, Handle: 0x001f (Tandem Diabetes Care: Unknown)"
"1967","665.246612","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","43","00806b801800006405a40100006405a40100006405a40100006405a4011a7f","Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1968","665.253285","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","19","00816a81009fb8","Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1970","665.305874","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","99","0000810050032c0900b1638e1a1c1200006464050400000000b40001ffffff00000a00b1â\200\246","Rcvd Handle Value Notification, Handle: 0x001f (Tandem Diabetes Care: Unknown)"
"1971","665.365713","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","73","0000810036022c1100af638e1a19120000b273a0030000000000000000000000001100aeâ\200\246","Rcvd Handle Value Notification, Handle: 0x001f (Tandem Diabetes Care: Unknown)"
"1972","665.425232","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","43","00816b811800006405a40100006405a40100006405a40100006405a4017bd3","Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
