No,Time,Source,Destination,Protocl,Length,Info,Value
1230,207.126225,Google_bf:f4:6b (SM-G780F),fb:89:10:37:fe:76 (),ATT,23,"Sent Write Command, Handle: 0x0022 (Tandem Diabetes Care: Unknown)",0001b73868ec80a1c43661
663,95.434238,Google_bf:f4:6b (SM-G780F),fb:89:10:37:fe:76 (),ATT,23,"Sent Write Command, Handle: 0x0022 (Tandem Diabetes Care: Unknown)",0001347a1134cf9ac1ecea
1232,207.208024,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,22,"Rcvd Handle Value Notification, Handle: 0x0022 (Tandem Diabetes Care: Unknown)",0001130103010001e8cc
665,95.516584,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,22,"Rcvd Handle Value Notification, Handle: 0x0022 (Tandem Diabetes Care: Unknown)",0001130103010001e8cc
295,6.056993,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,22,"Rcvd Handle Value Notification, Handle: 0x0022 (Tandem Diabetes Care: Unknown)",0001130103010001e8cc
1379,232.757287,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,16,"Rcvd Handle Value Notification, Handle: 0x001c (Tandem Diabetes Care: Unknown)",11000
293,5.930032,Google_bf:f4:6b (SM-G780F),fb:89:10:37:fe:76 (),ATT,23,"Sent Write Command, Handle: 0x0022 (Tandem Diabetes Care: Unknown)",00010e4e6733ec5d930ccf
1966,665.155938,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,99,"Rcvd Handle Value Notification, Handle: 0x001f (Tandem Diabetes Care: Unknown)",0000810050032c5100b2638e1a1f120000abaaaa3d0000803f0000000000645010c300b2…
1965,665.097028,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,99,"Rcvd Handle Value Notification, Handle: 0x001f (Tandem Diabetes Care: Unknown)",0000810050032c1400b2638e1a22120000030003000000803f0000803f0000803fcf00b2…
1970,665.305874,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,99,"Rcvd Handle Value Notification, Handle: 0x001f (Tandem Diabetes Care: Unknown)",0000810050032c0900b1638e1a1c1200006464050400000000b40001ffffff00000a00b1…
1916,624.117046,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,99,"Rcvd Handle Value Notification, Handle: 0x001f (Tandem Diabetes Care: Unknown)",0000810050032b18018a638e1a17120000030001050803e803000000000000000037008a…
1889,610.886419,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,99,"Rcvd Handle Value Notification, Handle: 0x001f (Tandem Diabetes Care: Unknown)",0000810050032ac10075638e1a0b1200002a2a010055007e08e803000000000000290168…
1888,610.826064,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,99,"Rcvd Handle Value Notification, Handle: 0x001f (Tandem Diabetes Care: Unknown)",0000810050032a41007b638e1a0e1200000300046400000000000000000100010040007b…
1883,610.61637,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,99,"Rcvd Handle Value Notification, Handle: 0x001f (Tandem Diabetes Care: Unknown)",0000810050032a2a017b638e1a141200000300000000000000000000000000000057017b…
1884,610.678093,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,99,"Rcvd Handle Value Notification, Handle: 0x001f (Tandem Diabetes Care: Unknown)",0000810050032a24017b638e1a111200006e638e1a5a080300e80300000000000027017b…
1788,588.116347,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,99,"Rcvd Handle Value Notification, Handle: 0x001f (Tandem Diabetes Care: Unknown)",00008100500329e60065638e1a04120000020000000001000000000000000000000c0065…
1794,588.296234,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,58,"Rcvd Handle Value Notification, Handle: 0x001f (Tandem Diabetes Care: Unknown)",0000810050032911005b638e1afe1100005e2e9f03010000000000000000000000290159…
1792,588.236239,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,99,"Rcvd Handle Value Notification, Handle: 0x001f (Tandem Diabetes Care: Unknown)",000081005003290a005e638e1a0112000001030000d7349f038a369f03ce379f0316005d…
1787,588.05642,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,99,"Rcvd Handle Value Notification, Handle: 0x001f (Tandem Diabetes Care: Unknown)",00008100500329090065638e1a071200006464050400000000b40001ffffff0000170165…
1723,573.956302,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,99,"Rcvd Handle Value Notification, Handle: 0x001f (Tandem Diabetes Care: Unknown)",00008100500328db00c2628e1afb11000000000000000000000000000006000000ed00c1…
1368,210.807607,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,99,"Rcvd Handle Value Notification, Handle: 0x001f (Tandem Diabetes Care: Unknown)",00008100500326080114c08d1af511000096010000000000000000000000000000080114…
1047,184.947525,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,99,"Rcvd Handle Value Notification, Handle: 0x001f (Tandem Diabetes Care: Unknown)",00008100500325f500ffbf8d1af211000064000000000000000000000000000000f600ff…
995,162.780298,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,99,"Rcvd Handle Value Notification, Handle: 0x001f (Tandem Diabetes Care: Unknown)",000081005003244400ebbf8d1aef110000000f00060000e8031e006e00701700004400eb…
962,143.187799,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,58,"Rcvd Handle Value Notification, Handle: 0x001f (Tandem Diabetes Care: Unknown)",00008100500323db00c4bf8d1ae4110000000000000000000000000000060000001701c2…
959,143.037937,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,99,"Rcvd Handle Value Notification, Handle: 0x001f (Tandem Diabetes Care: Unknown)",000081005003234700d7bf8d1aea1100000100000000ffffffffff0000000000003900d7…
960,143.127674,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,99,"Rcvd Handle Value Notification, Handle: 0x001f (Tandem Diabetes Care: Unknown)",000081005003234700d7bf8d1ae71100000100000000ffffffffff0000000000003900d7…
779,104.02248,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,99,"Rcvd Handle Value Notification, Handle: 0x001f (Tandem Diabetes Care: Unknown)",0000810050032092009abf8d1adc110000020100009e0000002800000000000000c1009a…
1971,665.365713,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,73,"Rcvd Handle Value Notification, Handle: 0x001f (Tandem Diabetes Care: Unknown)",0000810036022c1100af638e1a19120000b273a0030000000000000000000000001100ae…
1405,233.247152,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,19,"Rcvd Handle Value Notification, Handle: 0x001f (Tandem Diabetes Care: Unknown)",000081003602270d0004628e1af711000085d32101a0ef990346efd84300000000510032…
996,162.868446,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,73,"Rcvd Handle Value Notification, Handle: 0x001f (Tandem Diabetes Care: Unknown)",000081003602244400ebbf8d1aec110000000100030000e80300000000000000004400eb…
963,143.247529,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,73,"Rcvd Handle Value Notification, Handle: 0x001f (Tandem Diabetes Care: Unknown)",000081003602236000bfbf8d1ae1110000000201002c01000000000000000000006100bf…
814,106.587356,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,73,"Rcvd Handle Value Notification, Handle: 0x001f (Tandem Diabetes Care: Unknown)",000081003602213f00b2bf8d1ade110000826b344103000000ffffffff000000002100b2…
780,104.292284,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,73,"Rcvd Handle Value Notification, Handle: 0x001f (Tandem Diabetes Care: Unknown)",00008100360220b70074bf8d1ad9110000cdcce840000000000000000000000000b7005f…
1893,611.035427,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,47,"Rcvd Handle Value Notification, Handle: 0x001f (Tandem Diabetes Care: Unknown)",000081001c012a270168638e1a081200000300010000000000000000000000000012a9
1724,574.015872,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,47,"Rcvd Handle Value Notification, Handle: 0x001f (Tandem Diabetes Care: Unknown)",000081001c0128170021628e1af8110000640000006400000099000000ce649a0367f3
858,115.770417,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,47,"Rcvd Handle Value Notification, Handle: 0x001f (Tandem Diabetes Care: Unknown)",000081001c01223d00babf8d1adf1100009a99993e030000000000000000000000b689
661,95.428047,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,49,"Rcvd Handle Value Notification, Handle: 0x0022 (Tandem Diabetes Care: Unknown)",000011001e0100fb33581b40a4ecbd7f55df4c0a287ce6ca6ffca41c0108f69b9c662c57…
291,5.922252,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,49,"Rcvd Handle Value Notification, Handle: 0x0022 (Tandem Diabetes Care: Unknown)",000011001e0100b0d9b38da4fa066624e73f91ddfc7c2bfeba93103363b65d2cc1538f2a…
1228,207.117653,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,49,"Rcvd Handle Value Notification, Handle: 0x0022 (Tandem Diabetes Care: Unknown)",000011001e01008fb4a0495a9b92bcc50e3207b4ddd35ac9ed7f5c2eb2e6f29b725da182…
1226,207.044265,Google_bf:f4:6b (SM-G780F),fb:89:10:37:fe:76 (),ATT,29,"Sent Write Command, Handle: 0x0022 (Tandem Diabetes Care: Unknown)",000010000a0000c9fc45b02fec0b618c82
659,95.255175,Google_bf:f4:6b (SM-G780F),fb:89:10:37:fe:76 (),ATT,29,"Sent Write Command, Handle: 0x0022 (Tandem Diabetes Care: Unknown)",000010000a00006dc6021e1c87fefb3ef4
289,5.799497,Google_bf:f4:6b (SM-G780F),fb:89:10:37:fe:76 (),ATT,29,"Sent Write Command, Handle: 0x0022 (Tandem Diabetes Care: Unknown)",000010000a00001bc0bfcbd796141cde6f
1953,664.861794,Google_bf:f4:6b (SM-G780F),fb:89:10:37:fe:76 (),ATT,16,"Sent Write Command, Handle: 0x001c (Tandem Diabetes Care: Unknown)",0
1896,622.73828,Google_bf:f4:6b (SM-G780F),fb:89:10:37:fe:76 (),ATT,16,"Sent Write Command, Handle: 0x001c (Tandem Diabetes Care: Unknown)",0
1877,610.468145,Google_bf:f4:6b (SM-G780F),fb:89:10:37:fe:76 (),ATT,16,"Sent Write Command, Handle: 0x001c (Tandem Diabetes Care: Unknown)",0
1836,608.155648,Google_bf:f4:6b (SM-G780F),fb:89:10:37:fe:76 (),ATT,16,"Sent Write Command, Handle: 0x001c (Tandem Diabetes Care: Unknown)",0
1774,587.728818,Google_bf:f4:6b (SM-G780F),fb:89:10:37:fe:76 (),ATT,16,"Sent Write Command, Handle: 0x001c (Tandem Diabetes Care: Unknown)",0
1395,233.039313,Google_bf:f4:6b (SM-G780F),fb:89:10:37:fe:76 (),ATT,16,"Sent Write Command, Handle: 0x001c (Tandem Diabetes Care: Unknown)",0
1035,184.62881,Google_bf:f4:6b (SM-G780F),fb:89:10:37:fe:76 (),ATT,16,"Sent Write Command, Handle: 0x001c (Tandem Diabetes Care: Unknown)",0
971,162.153307,Google_bf:f4:6b (SM-G780F),fb:89:10:37:fe:76 (),ATT,16,"Sent Write Command, Handle: 0x001c (Tandem Diabetes Care: Unknown)",0
937,142.670928,Google_bf:f4:6b (SM-G780F),fb:89:10:37:fe:76 (),ATT,16,"Sent Write Command, Handle: 0x001c (Tandem Diabetes Care: Unknown)",0
850,114.63734,Google_bf:f4:6b (SM-G780F),fb:89:10:37:fe:76 (),ATT,16,"Sent Write Command, Handle: 0x001c (Tandem Diabetes Care: Unknown)",0
820,106.997536,Google_bf:f4:6b (SM-G780F),fb:89:10:37:fe:76 (),ATT,16,"Sent Write Command, Handle: 0x001c (Tandem Diabetes Care: Unknown)",0
783,105.172101,Google_bf:f4:6b (SM-G780F),fb:89:10:37:fe:76 (),ATT,16,"Sent Write Command, Handle: 0x001c (Tandem Diabetes Care: Unknown)",0
